Strasse;Hausnr1;Hausnr2;Art;Wohnlage;Wohnlagenkennwert;Stadtteil
Alte Landstrasse;154;-174;G;normal;-0,648;Poppenbuettel
Alte Landstrasse;169;-   187b;U;normal;-2,591;Poppenbuettel
Alte Landstrasse;189;-197;U;normal;-1,313;Poppenbuettel
Alte Landstrasse;199;-209;U;gut;3,182;Poppenbuettel
Alte Landstrasse;202;-206;G;normal;-0,65;Poppenbuettel
Alte Landstrasse;211;-225;U;gut;-0,41;Poppenbuettel
Alte Landstrasse;214;-258;G;normal;-1,54;Poppenbuettel
Alte Landstrasse;227;-239;U;normal;-0,834;Poppenbuettel
Alte Landstrasse;241;-249;U;normal;-1,847;Poppenbuettel
Alte Landstrasse;251;-267;U;normal;-1,066;Poppenbuettel
Alte Landstrasse;260;-276;G;gut;-0,443;Poppenbuettel
Alte Landstrasse;269;-275;U;normal;-0,732;Poppenbuettel
Alte Landstrasse;278;-280;G;normal;-3,194;Poppenbuettel
Alte Landstrasse;286;-286;G;normal;-6,876;Poppenbuettel
Alte Landstrasse;299;-299;U;normal;-8,746;Poppenbuettel
Alte Marsch;1;-17;U;normal;-6,079;Neugraben-Fischbek
Alte Marsch;004a;-12;G;normal;-5,872;Neugraben-Fischbek
Alte Marsch;14;-18;G;normal;-5,714;Neugraben-Fischbek
Alte Muehle;1;-3;U;gut;3,759;Sasel
Alte Muehle;4;-32;G;gut;3,739;Sasel
Alte Muehle;38;-48;G;gut;4,925;Sasel
Alte Rabenstrasse;3;-14;S;gut;20,456;Rotherbaum
Alte Rabenstrasse;17;-24;S;gut;21,198;Rotherbaum
Alte Rabenstrasse;26;-31;S;gut;20,732;Rotherbaum
Alte Schleuse;11;-11;U;normal;-22,682;Wilhelmsburg
Alte Schleuse;16;-16;G;normal;-22,629;Wilhelmsburg
Alte Schmiede;6;-12;G;gut;1,339;Bergstedt
Alte Suelldorfer Landstrasse;367;-397;U;normal;-1,233;Rissen
Alte Suelldorfer Landstrasse;399;-419;U;normal;-1,411;Rissen
Alte Suelldorfer Landstrasse;412;-420;G;normal;-1,693;Rissen
Alte Suelldorfer Landstrasse;420d;-   422a;G;normal;-1,742;Rissen
Alte Twiete;1;-9;U;normal;-2,62;Kirchwerder
Alte Twiete;4;-10;G;normal;-2,638;Kirchwerder
Alte Volksparkstrasse;3;-27;U;normal;-5,137;Stellingen
Alte Volksparkstrasse;32;-32;G;normal;-5,587;Stellingen
Alte Weiden;1;-   024c;S;normal;-7,02;Neugraben-Fischbek
Alte Woehr;1;-13;U;normal;-6,899;Winterhude
Alte Woehr;15;-19;U;normal;-6,711;Winterhude
Altendeichstieg;2;-   012b;S;normal;-4,61;Wilhelmsburg
Altenfelder Weg;21;-29;U;normal;-34,277;Wilhelmsburg
Altengammer Elbdeich;8;-158;G;normal;-3,317;Altengamme
Altengammer Elbdeich;61;-159;U;normal;-3,288;Altengamme
Altengammer Elbdeich;166;-186;G;normal;-2,563;Altengamme
Altengammer Elbdeich;173;-187;U;normal;-2,548;Altengamme
Altengammer Elbdeich;188;-248;G;normal;-2,226;Altengamme
Altengammer Elbdeich;205;-211;U;normal;-2,426;Altengamme
Altengammer Elbdeich;250;-254;G;normal;-1,873;Altengamme
Altengammer Hauptdeich;2;-44;G;normal;-2,982;Altengamme
Altengammer Hauptdeich;46;-130;G;normal;-3,42;Altengamme
Altengammer Hausdeich;1;-7;U;normal;-1,728;Altengamme
Altengammer Hausdeich;2;-8;G;normal;-1,586;Altengamme
Altengammer Hausdeich;10;-94;G;gut;-0,261;Altengamme
Altengammer Hausdeich;19;-91;U;gut;-0,097;Altengamme
Altengammer Marschbahndamm;92;-100;G;normal;-1,988;Altengamme
Altengammer Marschbahndamm;97;-99;U;normal;-2,021;Altengamme
Altenhagener Weg;001a;-   013c;S;normal;-4,237;Rahlstedt
Altenwerder Hauptdeich;22;-22;G;normal;-10,017;Altenwerder
Alter Berner Weg;1;-7;U;gut;0,835;Sasel
Alter Berner Weg;2;-20;G;gut;0,739;Sasel
Alter Berner Weg;9;-81;U;gut;1,984;Sasel
Alter Berner Weg;22;-52;G;gut;1,561;Sasel
Alter Berner Weg;54;-56;G;gut;1,798;Sasel
Alter Berner Weg;58;-68;G;gut;1,982;Sasel
Alter Berner Weg;74;-108;G;gut;3,016;Sasel
Alter Berner Weg;83;-101;U;gut;3,085;Sasel
Alter Berner Weg;103;-113;U;gut;3,347;Sasel
Alter Berner Weg;110;-134;G;gut;3,278;Sasel
Alter Berner Weg;115;-125;U;gut;3,266;Sasel
Alter Damm;2;-4;G;gut;0,638;Gut Moor
Alter Deich;1;-7;U;normal;-4,723;Wilhelmsburg
Alter Deich;2;-   020b;G;normal;-4,855;Wilhelmsburg
Alter Faehrweg;1;-10;S;normal;-2,432;Neuenfelde
Alter Gueterbahnhof;1;-21;U;gut;-0,404;Winterhude
Alter Gueterbahnhof;2;-   012g;G;gut;-0,544;Winterhude
Alter Kirchdeich;1;-3;U;gut;0,271;Ochsenwerder
Alter Landweg;12;-41;S;normal;-6,69;Billwerder
Alter Landweg;48;-50;G;normal;-6,518;Billwerder
Alter Loeschplatz;2;-12;G;normal;-6,797;Barmbek-Nord
Alter Postweg;2;-28;G;normal;-14,696;Heimfeld
Alter Postweg;3;-23;U;normal;-14,91;Heimfeld
Alter Postweg;25;-33;U;normal;-10,481;Heimfeld
Alter Postweg;35;-37;U;normal;-10,311;Heimfeld
Alter Postweg;41;-53;U;normal;-10,208;Heimfeld
Alter Postweg;48;-58;G;normal;-11,473;Heimfeld
Alter Postweg;55;-71;U;normal;-10,439;Heimfeld
Alter Postweg;60;-76;G;normal;-12,58;Heimfeld
Alter Postweg;73;-   111h;U;normal;-8,613;Heimfeld
Alter Postweg;78;-88;G;normal;-12,961;Heimfeld
Alter Schulweg;2;-2;G;normal;-2,23;Lokstedt
Alter Schulweg;4;-4;G;normal;-1,663;Lokstedt
Alter Steinweg;5;-5;U;normal;-5,902;Neustadt
Alter Steinweg;6;-8;G;normal;-6,131;Neustadt
Alter Steinweg;10;-18;G;normal;-4,837;Neustadt
Alter Steinweg;11;-54;S;normal;-5,04;Neustadt
Alter Teichweg;5;-33;U;normal;-10,62;Barmbek-Sued
Alter Teichweg;8;-44;G;normal;-10,564;Barmbek-Sued
Alter Teichweg;45;-49;U;normal;-13,371;Barmbek-Sued
Alter Teichweg;51;-51;U;normal;-14,07;Barmbek-Sued
Alter Teichweg;78;-84;G;normal;-10,796;Barmbek-Sued
Alter Teichweg;91;-105;U;normal;-13,931;Barmbek-Sued
Alter Teichweg;102b;-   102e;G;normal;-13,851;Barmbek-Sued
Alter Teichweg;118a;-   118b;G;normal;-13,678;Barmbek-Sued
Alter Teichweg;127a;-   131c;U;normal;-18,236;Barmbek-Sued
Alter Teichweg;130;-134;G;normal;-14,004;Barmbek-Sued
Alter Teichweg;137a;-   141c;U;normal;-18,039;Barmbek-Sued
Alter Teichweg;143a;-   153c;U;normal;-18,086;Barmbek-Sued
Alter Teichweg;146;-154;G;normal;-13,94;Barmbek-Sued
Alter Teichweg;156;-162;G;normal;-13,827;Barmbek-Sued
Alter Teichweg;164;-172;G;normal;-14,147;Barmbek-Sued
Alter Teichweg;171;-173;U;normal;-18,164;Barmbek-Sued
Alter Teichweg;175;-185;U;normal;-18,762;Barmbek-Sued
Alter Teichweg;180;-188;G;normal;-18,692;Barmbek-Sued
Alter Teichweg;187;-193;U;normal;-15,502;Barmbek-Sued
Alter Teichweg;207;-207;U;normal;-5,12;Barmbek-Sued
Alter Weg;1;-11;U;normal;-6,168;Eimsbuettel
Alter Weg;10;-12;G;normal;-6,58;Eimsbuettel
Alter Zollweg;1;-21;U;normal;-1,737;Rahlstedt
Alter Zollweg;2;-18;G;normal;-1,076;Rahlstedt
Alter Zollweg;22;-30;G;normal;-1,179;Rahlstedt
Alter Zollweg;23;-41;U;normal;-2,227;Rahlstedt
Alter Zollweg;34;-68;G;normal;-1,129;Rahlstedt
Alter Zollweg;43;-55;U;normal;-1,937;Rahlstedt
Alter Zollweg;57;-   067g;U;normal;-2,523;Rahlstedt
Alter Zollweg;70;-84;G;normal;-0,715;Rahlstedt
Alter Zollweg;86;-98;G;normal;-1,519;Rahlstedt
Alter Zollweg;99;-131;U;normal;-5,054;Rahlstedt
Alter Zollweg;100;-128;G;normal;-1,139;Rahlstedt
Alter Zollweg;134;-134;G;normal;-5,639;Rahlstedt
Alter Zollweg;160;-196;G;normal;-4,929;Rahlstedt
Alter Zollweg;169a;-177;U;normal;-4,735;Rahlstedt
Alter Zollweg;179a;-   193h;U;normal;-4,981;Rahlstedt
Alter Zollweg;197;-213;U;normal;-7,619;Rahlstedt
Altmuehlweg;2;-44;G;gut;2,823;Sasel
Altmuehlweg;3;-59;U;gut;2,792;Sasel
Altmuehlweg;50;-102;G;gut;2,699;Sasel
Altmuehlweg;61;-99;U;gut;2,628;Sasel
Altmuehlweg;106;-128;G;gut;2,697;Sasel
Altmuehlweg;130;-136;G;gut;2,665;Sasel
Altmuehlweg;138;-144;G;gut;2,604;Sasel
Altmuehlweg;146;-150;G;gut;2,575;Sasel
Altonaer Poststrasse;3;-15;U;normal;-7,424;Altona-Altstadt
Altonaer Strasse;1;-   005c;U;normal;-5,513;Sternschanze
Altonaer Strasse;8;-10;G;normal;-5,219;Sternschanze
Altonaer Strasse;26;-66;G;normal;-4,161;Sternschanze
Altrahlstedter Kamp;2;-10;G;normal;-3,704;Rahlstedt
Altrahlstedter Kamp;5;-7;U;normal;-3,594;Rahlstedt
Altstaedter Strasse;1;-9;U;normal;-1,187;Hamburg-Altstadt
Altstaedter Strasse;2;-10;G;normal;-1,261;Hamburg-Altstadt
Altstaedter Strasse;11;-23;U;normal;-1,477;Hamburg-Altstadt
Altstaedter Twiete;1;-4;S;normal;-1,297;Hamburg-Altstadt
Altwiedenthaler Hoehe;1;-37;U;gut;1,764;Hausbruch
Altwiedenthaler Hoehe;2;-10;G;gut;1,784;Hausbruch
Altwiedenthaler Hoehe;12;-26;G;gut;1,165;Hausbruch
Altwiedenthaler Strasse;1;-3;U;normal;-11,425;Hausbruch
Altwiedenthaler Strasse;2;-36;G;normal;-6,361;Hausbruch
Altwiedenthaler Strasse;002a;-   002a;G;normal;-10,879;Hausbruch
Altwiedenthaler Strasse;5;-15;U;normal;-11,501;Hausbruch
Altwiedenthaler Strasse;19;-61;U;normal;-5,755;Hausbruch
Altwiedenthaler Strasse;38;-52;G;normal;-5,654;Hausbruch
Altwiedenthaler Twiete;1;-2;S;normal;-5,908;Hausbruch
Alversloweg;1;-25;U;gut;2,483;Volksdorf
Alversloweg;2;-40;G;gut;2,233;Volksdorf
Alwin-Lippert-Weg;4;-16;G;gut;1,678;Niendorf
Alwin-Lippert-Weg;5;-29;U;gut;1,762;Niendorf
Am Ueberwinterungshafen;6;-6;G;normal;-8,665;Harburg
Am Abhang;3;-15;U;gut;5,178;Blankenese
Am Alten Gericht;001a;-   001a;U;normal;-4,417;Wilhelmsburg
Am Alten Gericht;001b;-10;S;normal;-4,339;Wilhelmsburg
Am Alten Gericht;002a;-   002c;G;normal;-4,467;Wilhelmsburg
Am Alten Posthaus;14;-   018b;G;gut;-0,056;Marienthal
Am Alten Posthaus;22;-22;G;normal;-1,587;Marienthal
Am Alten Zoll;1;-1;U;normal;-15,646;Billstedt
Am Anger;2;-12;G;normal;-17,454;Horn
Am Anschuss;1;-45;U;gut;3,924;Poppenbuettel
Am Aschenland;13;-13;U;normal;-9,808;Neugraben-Fischbek
Am Backofen;1;-36;S;normal;-2,708;Hummelsbuettel
Am Bahndamm;70;-70;G;normal;-20,909;Veddel
Am Bahngraben;2;-4;G;normal;-22,453;Wilhelmsburg
Am Bahnhof;19;-21;U;normal;-11,27;Bergedorf
Am Barls;221;-225;U;normal;-4,979;Lurup
Am Barls;224a;-228;G;normal;-4,896;Lurup
Am Barls;238;-260;G;normal;-5,192;Lurup
Am Barls;241;-259;U;normal;-5,028;Lurup
Am Barls;262;-276;G;normal;-4,854;Lurup
Am Barls;263;-263;U;normal;-4,966;Lurup
Am Barls;265a;-271;U;normal;-5,292;Lurup
Am Baum;1;-19;U;gut;2,336;Bergedorf
Am Baum;4;-24;G;gut;2,263;Bergedorf
Am Baum;23;-41;U;gut;2,507;Bergedorf
Am Baum;26;-46;G;gut;2,507;Bergedorf
Am Baum;45;-55;U;gut;2,736;Bergedorf
Am Baum;046a;-48;G;gut;2,704;Bergedorf
Am Beckerkamp;2;-40;G;normal;-17,324;Lohbruegge
Am Beckerkamp;7;-37;U;normal;-12,949;Lohbruegge
Am Beedenkamp;2;-6;G;gut;6,432;Rissen
Am Beedenkamp;5;-21;S;gut;6,519;Rissen
Am Beerbusch;29;-29;U;gut;4,293;Bergstedt
Am Beerbusch;34;-   050b;G;gut;4,305;Bergstedt
Am Beerenwald;1;-24;S;normal;-0,778;Eissendorf
Am Berner Wald;2;-7;S;gut;3,651;Sasel
Am Berner Wald;8;-16;S;gut;3,69;Sasel
Am Blumenacker;001a;-7;U;normal;-4,012;Fuhlsbuettel
Am Blumenacker;2;-2;G;normal;-4,091;Fuhlsbuettel
Am Blumenacker;4;-4;G;normal;-3,939;Fuhlsbuettel
Am Blumenacker;6;-34;G;normal;-3,517;Fuhlsbuettel
Am Blumenacker;9;-35;U;normal;-3,444;Fuhlsbuettel
Am Blumenhof;1;-31;S;gut;0,895;Bergedorf
Am Born;2;-6;G;normal;-5,639;Ottensen
Am Born;8;-26;G;normal;-6,138;Ottensen
Am Born;11;-17;U;normal;-6,07;Ottensen
Am Born;19;-27;U;normal;-6,404;Ottensen
Am Botterbarg;12;-34;G;normal;-3,305;Iserbrook
Am Botterbarg;36;-66;G;normal;-3,729;Iserbrook
Am Botterbarg;76;-108;G;normal;-3,319;Iserbrook
Am Botterbarg;79;-85;U;normal;-3,516;Iserbrook
Am Botterbarg;099a;-   139e;U;normal;-2,513;Iserbrook
Am Brabandkanal;1;-29;S;gut;0,767;Alsterdorf
Am Bramfelder Zoll;2;-10;G;normal;-5,883;Bramfeld
Am Bramfelder Zoll;5;-15;U;normal;-2,014;Bramfeld
Am Bredenbek;001a;-21;U;gut;1,956;Wohldorf-Ohlstedt
Am Bredenbek;2;-16;G;gut;1,777;Wohldorf-Ohlstedt
Am Bredenbek;24;-24;G;gut;2,282;Wohldorf-Ohlstedt
Am Bredenbek;33;-33;U;gut;2,508;Wohldorf-Ohlstedt
Am Brink;1;-5;U;normal;-12,362;Bergedorf
Am Brink;6;-14;G;normal;-10,885;Bergedorf
Am Bronzehuegel;1;-25;U;gut;2,097;Poppenbuettel
Am Bronzehuegel;2;-132;G;gut;1,43;Poppenbuettel
Am Bronzehuegel;27;-59;U;gut;1,106;Poppenbuettel
Am Bronzehuegel;63;-101;U;gut;1,323;Poppenbuettel
Am Brunnenhof;1;-17;U;normal;-10,111;St. Pauli
Am Brunnenhof;2;-24;G;normal;-10,109;St. Pauli
Am Brunnenhof;25;-33;U;normal;-10,184;St. Pauli
Am Brunnenhof;30;-44;G;normal;-9,962;St. Pauli
Am Bruenschendiek;1;-37;S;gut;2,443;Rissen
Am Buckhornwald;001a;-   021b;U;gut;4,12;Volksdorf
Am Burgberg;2;-10;G;normal;-2,266;Roenneburg
Am Burgberg;12;-28;G;normal;-2,102;Roenneburg
Am Burgberg;23;-25;U;normal;-2,296;Roenneburg
Am Callabrack;001a;-7;U;normal;-4,608;Wilhelmsburg
Am Centrumshaus;1;-9;U;normal;-11,82;Harburg
Am Centrumshaus;2;-2;G;normal;-11,667;Harburg
Am Dalmannkai;4;-10;G;normal;-1,443;HafenCity
Am Damm;1;-   015b;U;gut;0,103;Bramfeld
Am Damm;8;-8;G;gut;0,596;Bramfeld
Am Damm;10;-26;G;gut;0,381;Bramfeld
Am Damm;17;-45;U;gut;0,068;Bramfeld
Am Damm;28;-46;G;gut;0,008;Bramfeld
Am Deichdenkmal;1;-7;U;normal;-3,163;Wilhelmsburg
Am Deichdenkmal;2;-4;G;normal;-2,622;Wilhelmsburg
Am Deichdenkmal;006a;-21;S;normal;-2,004;Wilhelmsburg
Am Diebsteich;1;-   019b;U;normal;-5,728;Bahrenfeld
Am Diebsteich;33;-47;U;normal;-6,128;Bahrenfeld
Am Diggen;1;-3;U;normal;-3,946;Marmstorf
Am Diggen;2;-   040g;G;normal;-6,773;Marmstorf
Am Diggen;5;-9;U;normal;-5,641;Marmstorf
Am Diggen;11;-   047c;U;normal;-7,056;Marmstorf
Am Dorfteich;3;-   011b;U;normal;-2,457;Schnelsen
Am Dorfteich;004a;-   022b;G;normal;-1,948;Schnelsen
Am Dorfteich;010a;-   016f;S;normal;-2,066;Schnelsen
Am Dornberg;1;-96;S;normal;-4,077;Farmsen-Berne
Am Dulsbergbad;3;-7;U;normal;-17,271;Dulsberg
Am Ehrenmal;1;-14;S;normal;-0,936;Bramfeld
Am Eichenplatz;4;-18;G;normal;-3,757;Osdorf
Am Eichenplatz;7;-17;U;normal;-3,623;Osdorf
Am Eichenplatz;23;-23;U;normal;-2,986;Osdorf
Am Eichenplatz;24;-24;G;normal;-3,07;Osdorf
Am Eichenrehmen;1;-33;U;normal;-2,402;Volksdorf
Am Eichenrehmen;2;-30;G;normal;-2,534;Volksdorf
Am Eiland;1;-   005c;U;gut;6,952;Blankenese
Am Eiland;2;-8;G;gut;6,923;Blankenese
Am Eiland;9;-9;U;gut;6,879;Blankenese
Am Eiland;11;-23;U;gut;6,84;Blankenese
Am Eiland;12;-26;G;gut;6,8;Blankenese
Am Eiland;28;-30;G;gut;6,624;Blankenese
Am Eisenwerk;13;-13;U;normal;-4,61;Barmbek-Nord
Am Elisabethgehoelz;1;-1;U;normal;-6,826;Hamm
Am Elisabethgehoelz;2;-6;G;normal;-6,544;Hamm
Am Elisabethgehoelz;5;-7;U;normal;-6,618;Hamm
Am Elisabethgehoelz;8;-12;G;normal;-6,449;Hamm
Am Elisabethgehoelz;9;-11;U;normal;-6,58;Hamm
Am Elisabethgehoelz;14;-16;G;normal;-6,559;Hamm
Am Exerzierplatz;1;-3;U;normal;-14,835;Eissendorf
Am Exerzierplatz;2;-12;G;normal;-13,981;Eissendorf
Am Exerzierplatz;5;-9;U;normal;-12,548;Eissendorf
Am Exerzierplatz;11;-13;U;normal;-11,701;Eissendorf
Am Exerzierplatz;14;-   018c;G;normal;-11,717;Eissendorf
Am Feenteich;1;-7;U;gut;15,194;Uhlenhorst
Am Feenteich;2;-18;G;gut;20,977;Uhlenhorst
Am Felde;1;-33;U;normal;-1,809;Ottensen
Am Felde;2;-28;G;normal;-1,849;Ottensen
Am Felde;35;-35;U;normal;-4,245;Ottensen
Am Felde;37;-37;U;normal;-4,633;Ottensen
Am Felde;48;-54;G;normal;-2,265;Ottensen
Am Felde;85;-101;U;normal;-4,061;Ottensen
Am Felde;132;-150;G;normal;-4,096;Ottensen
Am Festungsgraben;4;-6;S;normal;-8,186;Harburg
Am Fleet Venbrook;1;-6;S;normal;-5,932;Rahlstedt
Am Frankenberg;2;-30;G;normal;-6,007;Wilstorf
Am Frankenberg;3;-41;U;normal;-4,317;Wilstorf
Am Frankenberg;43;-45;U;normal;-1,8;Wilstorf
Am Frankenberg;49;-55;U;normal;-0,75;Wilstorf
Am Friedhof;2;-46;G;normal;-0,821;Rahlstedt
Am Friedhof;49;-83;U;normal;-11,117;Rahlstedt
Am Friedhof;50;-92;G;normal;-11;Rahlstedt
Am Fuchsberg;1;-3;U;normal;-1,276;Heimfeld
Am Fuchsberg;4;-16;G;normal;-0,951;Heimfeld
Am Fuchsberg;11;-13;U;gut;-0,516;Heimfeld
Am Fuchsberg;15;-25;U;gut;1,574;Heimfeld
Am Fuchsberg;18;-22;G;gut;1,519;Heimfeld
Am Gehegegraben;1;-7;U;normal;-3,809;Hausbruch
Am Gehegegraben;2;-50;G;normal;-3,76;Hausbruch
Am Gehegegraben;11;-61;U;normal;-3,66;Hausbruch
Am Gehoeckel;2;-18;G;gut;3,847;Hummelsbuettel
Am Gehoeckel;3;-3;U;gut;3,788;Hummelsbuettel
Am Gleisdreieck;002a;-   016b;S;normal;-1,099;Billwerder
Am Gleise;1;-6;S;normal;-22,145;Veddel
Am Gleise;8;-14;S;normal;-22,129;Veddel
Am Gleise;32;-40;S;normal;-22,138;Veddel
Am Gleise;41;-45;S;normal;-22,182;Veddel
Am Gnadenberg;1;-31;U;gut;0,234;Hummelsbuettel
Am Gnadenberg;10;-26;G;gut;0,476;Hummelsbuettel
Am Gojenboom;023a;-   023b;U;normal;-11,868;Horn
Am Gojenboom;033a;-   039b;U;normal;-11,624;Horn
Am Gojenboom;48;-50;G;normal;-11,564;Horn
Am Gojenboom;051a;-   051b;U;normal;-11,559;Horn
Am Grenzgraben;1;-20;S;gut;3,118;Sasel
Am Grossen Dahlen;2;-4;G;normal;-3,457;Eissendorf
Am Grossen Dahlen;7;-58;S;normal;-2,415;Eissendorf
Am Grundwasserwerk;2;-26;G;normal;-9,476;Tonndorf
Am Grundwasserwerk;19;-33;U;normal;-9,486;Tonndorf
Am Gueterbahnhof;1;-1;U;normal;-9,238;Bergedorf
Am Gueterbahnhof;3;-3;U;normal;-9,251;Bergedorf
Am Hainholzberg;2;-4;G;normal;-3,844;Eissendorf
Am Hang;1;-15;U;gut;9,002;Blankenese
Am Hang;2;-16;G;gut;9,102;Blankenese
Am Hang;20;-28;G;gut;10,114;Blankenese
Am Hasenberge;1;-11;U;normal;-5,068;Ohlsdorf
Am Hasenberge;2;-34;G;normal;-4,978;Ohlsdorf
Am Hasenberge;13;-15;U;normal;-5,061;Ohlsdorf
Am Hasenberge;17;-19;U;normal;-4,918;Ohlsdorf
Am Hasenberge;31;-39;U;normal;-4,494;Ohlsdorf
Am Hasenberge;45;-45;U;normal;-3,808;Ohlsdorf
Am Hasenberge;47;-47;U;normal;-2,458;Ohlsdorf
Am Hasenkamp;3;-35;U;normal;-2,125;Schnelsen
Am Hasenkamp;4;-38;G;normal;-2,162;Schnelsen
Am Heesen;1;-23;U;gut;2,515;Lohbruegge
Am Heesen;2;-6;G;gut;2,252;Lohbruegge
Am Heesen;8;-50;S;gut;2,966;Lohbruegge
Am Hegen;2;-4;G;gut;-0,432;Rahlstedt
Am Hegen;5;-7;U;gut;-0,324;Rahlstedt
Am Hegen;8;-54;G;normal;-0,963;Rahlstedt
Am Hegen;13;-45;U;gut;-0,396;Rahlstedt
Am Hegen;55;-67;U;normal;-7,79;Rahlstedt
Am Hegen;56;-72;G;normal;-8,185;Rahlstedt
Am Hegen;082a;-90;G;normal;-6,892;Rahlstedt
Am Hehsel;1;-7;U;gut;1,337;Hummelsbuettel
Am Hehsel;2;-6;G;gut;1,234;Hummelsbuettel
Am Hehsel;8;-32;G;gut;2,284;Hummelsbuettel
Am Hehsel;9;-39;U;gut;2,384;Hummelsbuettel
Am Hehsel;40;-40;G;gut;2,59;Hummelsbuettel
Am Hirschpark;1;-10;S;gut;5,834;Nienstedten
Am Hirschpark;11;-12;S;gut;5,837;Nienstedten
Am Hirschpark;13;-15;S;gut;5,775;Nienstedten
Am Hohen Feld;1;-15;U;normal;-6,919;Jenfeld
Am Hohen Feld;2;-20;G;normal;-5,878;Jenfeld
Am Hohen Feld;21;-23;U;normal;-8,74;Jenfeld
Am Hohen Feld;25;-25;U;normal;-8,104;Jenfeld
Am Hohen Feld;28;-30;G;normal;-4,359;Jenfeld
Am Hohen Hause;001a;-24;S;normal;-7,857;Tonndorf
Am Hohen Knaebel;2;-44;G;normal;-3,835;Eissendorf
Am Hohen Knaebel;3;-3;U;normal;-3,896;Eissendorf
Am Hohen Knaebel;005a;-13;U;normal;-3,929;Eissendorf
Am Hohen Stege;2;-6;G;normal;-11,53;Bergedorf
Am Hohen Stege;8;-14;G;normal;-11,365;Bergedorf
Am Hohen Stege;19;-19;U;normal;-11,56;Bergedorf
Am Holthusenkai;1;-1;U;normal;-20,43;Kleiner Grasbrook
Am Horner Moor;1;-23;U;normal;-14,819;Horn
Am Horner Moor;2;-20;G;normal;-14,827;Horn
Am Horner Moor;24;-41;S;normal;-14,691;Horn
Am Huenenstein;2;-10;G;normal;-8,072;Hamm
Am Huenenstein;3;-7;U;normal;-8,034;Hamm
Am Huenenstein;11;-15;U;normal;-8,17;Hamm
Am Huenenstein;14;-18;G;normal;-8,171;Hamm
Am Husarendenkmal;1;-7;U;normal;-1,832;Marienthal
Am Husarendenkmal;2;-10;G;normal;-1,879;Marienthal
Am Husarendenkmal;12;-30;G;normal;-1,235;Marienthal
Am Husarendenkmal;13;-21;U;normal;-1,434;Marienthal
Am Husarendenkmal;27;-31;U;normal;-1,251;Marienthal
Am Husarendenkmal;35;-47;U;normal;-1,269;Marienthal
Am Husarendenkmal;49;-57;U;gut;0,562;Marienthal
Am Husarendenkmal;50;-58;G;gut;0,61;Marienthal
Am Huesselhus;1;-11;S;gut;0,693;Marmstorf
Am Inselpark;3;-31;S;normal;-4,156;Wilhelmsburg
Am Internationalen Seegerichtshof;2;-24;G;gut;7,925;Nienstedten
Am Irrgarten;2;-8;G;normal;-11,369;Harburg
Am Isfeld;1;-17;U;gut;0,715;Osdorf
Am Isfeld;2;-8;G;normal;-1,235;Osdorf
Am Isfeld;20;-26;G;normal;-1,246;Osdorf
Am Jagen;1;-28;S;gut;1,081;Wellingsbuettel
Am Jaegerholz;1;-8;S;normal;-1,827;Gross Borstel
Am Jenfelder Bach;1;-59;U;normal;-10,932;Jenfeld
Am Jenfelder Moor;2;-8;G;normal;-4,313;Jenfeld
Am Jenfelder Moor;5;-9;U;normal;-3,905;Jenfeld
Am Jenfelder Moor;10;-16;G;normal;-4,247;Jenfeld
Am Kaiserkai;3;-67;U;gut;1,91;HafenCity
Am Kaiserkai;4;-56;G;gut;1,963;HafenCity
Am Kampmoor;1;-18;S;normal;-4,125;Billstedt
Am Karpfenteich;1;-61;U;gut;0,115;Hummelsbuettel
Am Karpfenteich;2;-26;G;gut;0,537;Hummelsbuettel
Am Karpfenteich;28;-66;G;gut;0,383;Hummelsbuettel
Am Karpfenteich;70;-76;G;gut;-0,202;Hummelsbuettel
Am Karpfenteich;78;-80;G;normal;-0,59;Hummelsbuettel
Am Kiekeberg;3;-23;U;gut;7,362;Blankenese
Am Kiekeberg;4;-16;G;gut;11,297;Blankenese
Am Kiekeberg;18;-18;G;gut;13,601;Blankenese
Am Kiekeberg;20;-20;G;gut;11,386;Blankenese
Am Kiekeberg;22;-30;G;gut;7,143;Blankenese
Am Kiekeberg;32;-36;G;gut;7,071;Blankenese
Am Kiekeberg;40;-44;G;gut;6,987;Blankenese
Am Klein Flottbeker Bahnhof;1;-61;U;gut;9,987;Nienstedten
Am Kleinen Dahlen;001a;-31;U;normal;-1,392;Eissendorf
Am Kleinen Dahlen;2;-24;G;normal;-1,416;Eissendorf
Am Kleinen Kanal;1;-   009b;U;normal;-21,282;Wilhelmsburg
Am Klingenberg;1;-34;S;gut;2,836;Blankenese
Am Klingenberg;015a;-   015c;U;gut;4,951;Blankenese
Am Klingenberg;17;-17;U;gut;3,443;Blankenese
Am Klingenberg;21;-35;U;gut;4,782;Blankenese
Am Klingenberg;38;-56;G;gut;4,591;Blankenese
Am Klingenberg;39;-43;U;gut;4,707;Blankenese
Am Klingenberg;60;-66;G;gut;4,696;Blankenese
Am Knill;1;-   029d;U;normal;-3,984;Rahlstedt
Am Knill;2;-12;G;normal;-4,106;Rahlstedt
Am Knill;18;-22;G;normal;-3,832;Rahlstedt
Am Knill;24;-60;G;gut;0,614;Rahlstedt
Am Knill;31;-69;U;gut;0,63;Rahlstedt
Am Knill;64;-78;G;gut;0,561;Rahlstedt
Am Knill;71;-91;U;gut;0,592;Rahlstedt
Am Knill;84;-94;G;gut;0,467;Rahlstedt
